pair_id,job_group_id,cv_text,job_text,cv_sha256,job_sha256,human_relevance_score,human_rationale,review_status,annotator,notes
pair_011,job_03,"Junior candidate with 1 years experience. Technical skills: Data Analysis, Statistics. Tools: Excel. Soft skills: Communication. Education: Bachelor. Prefers onsite work.","Data Engineer. Senior role. Requires 4 years experience. Required technical skills: Python, SQL, ETL. Required tools: Apache Airflow, Apache Spark, Docker. Required soft skills: Problem Solving. Minimum Bachelor degree. This is a hybrid position.",c32907572a8b5a76f183f610e819295f3a6ccb74cc48dcaad880480864f3a9d8,efb819936ecbdee82f26a1d2462e85ec3fd8c94cf36d94e1b2faeb5fecfa3f5a,,,needs_review,,
pair_012,job_03,"Junior candidate with 1 years experience. Technical skills: JavaScript, Go. Tools: Git. Soft skills: Teamwork. Education: High School. Prefers onsite work.","Data Engineer. Senior role. Requires 4 years experience. Required technical skills: Python, SQL, ETL. Required tools: Apache Airflow, Apache Spark, Docker. Required soft skills: Problem Solving. Minimum Bachelor degree. This is a hybrid position.",f85a7a8b5229e047dff1448248aac43a3ae0b292e6f72fd26600cd47083e14d3,efb819936ecbdee82f26a1d2462e85ec3fd8c94cf36d94e1b2faeb5fecfa3f5a,,,needs_review,,
pair_013,job_03,"Senior candidate with 4 years experience. Technical skills: Python, SQL, ETL. Tools: Apache Airflow, Apache Spark, Docker. Soft skills: Problem Solving. Education: Bachelor. Prefers hybrid work.","Data Engineer. Senior role. Requires 4 years experience. Required technical skills: Python, SQL, ETL. Required tools: Apache Airflow, Apache Spark, Docker. Required soft skills: Problem Solving. Minimum Bachelor degree. This is a hybrid position.",8adb58c36275392102798a72ca862e3a23fc233f4434bb3a5a2ac7d0a1ef7465,efb819936ecbdee82f26a1d2462e85ec3fd8c94cf36d94e1b2faeb5fecfa3f5a,,,needs_review,,
pair_014,job_03,"Senior candidate with 3 years experience. Technical skills: Python, SQL. Tools: Apache Airflow, Apache Spark. Soft skills: Problem Solving. Education: Bachelor. Prefers hybrid work.","Data Engineer. Senior role. Requires 4 years experience. Required technical skills: Python, SQL, ETL. Required tools: Apache Airflow, Apache Spark, Docker. Required soft skills: Problem Solving. Minimum Bachelor degree. This is a hybrid position.",ffb83a9d6bb602e774fabfe7952f887c9422815d1ac4b2905cb43e18dc4ff30e,efb819936ecbdee82f26a1d2462e85ec3fd8c94cf36d94e1b2faeb5fecfa3f5a,,,needs_review,,
pair_015,job_03,Junior candidate with 2 years experience. Technical skills: Python. Tools: Apache Airflow. Soft skills: none stated. Education: Diploma. Prefers hybrid work.,"Data Engineer. Senior role. Requires 4 years experience. Required technical skills: Python, SQL, ETL. Required tools: Apache Airflow, Apache Spark, Docker. Required soft skills: Problem Solving. Minimum Bachelor degree. This is a hybrid position.",65dc90d4f50a26841b4a6e32298e597ff3fbd9443dafabc1c4c2c176bbe96f75,efb819936ecbdee82f26a1d2462e85ec3fd8c94cf36d94e1b2faeb5fecfa3f5a,,,needs_review,,
pair_016,job_04,"Junior candidate with 1 years experience. Technical skills: JavaScript, Go. Tools: Git. Soft skills: Teamwork. Education: High School. Prefers onsite work.","Machine Learning Engineer. Mid-level role. Requires 3 years experience. Required technical skills: Python, Machine Learning, REST API. Required tools: PyTorch, Docker, Git. Required soft skills: Problem Solving. Minimum Bachelor degree. This is a remote position.",f85a7a8b5229e047dff1448248aac43a3ae0b292e6f72fd26600cd47083e14d3,1f051fd6fe8b566bc8e42360fb6cb9ec02b1788a4a01707d41663951f658471a,,,needs_review,,
pair_017,job_04,"Mid-level candidate with 3 years experience. Technical skills: Python, Machine Learning, REST API. Tools: PyTorch, Docker, Git. Soft skills: Problem Solving. Education: Bachelor. Prefers remote work.","Machine Learning Engineer. Mid-level role. Requires 3 years experience. Required technical skills: Python, Machine Learning, REST API. Required tools: PyTorch, Docker, Git. Required soft skills: Problem Solving. Minimum Bachelor degree. This is a remote position.",32838439266b8aab3876ffe825499efba0be68dc63f3af80b58a0a1701f79610,1f051fd6fe8b566bc8e42360fb6cb9ec02b1788a4a01707d41663951f658471a,,,needs_review,,
pair_018,job_04,"Mid-level candidate with 2 years experience. Technical skills: Python, Machine Learning. Tools: PyTorch, Docker. Soft skills: Problem Solving. Education: Bachelor. Prefers remote work.","Machine Learning Engineer. Mid-level role. Requires 3 years experience. Required technical skills: Python, Machine Learning, REST API. Required tools: PyTorch, Docker, Git. Required soft skills: Problem Solving. Minimum Bachelor degree. This is a remote position.",6bcf240483648615996c407345a497d282b7802432dfb6c3db62a57b7c757e78,1f051fd6fe8b566bc8e42360fb6cb9ec02b1788a4a01707d41663951f658471a,,,needs_review,,
pair_019,job_04,Junior candidate with 1 years experience. Technical skills: Python. Tools: PyTorch. Soft skills: none stated. Education: Diploma. Prefers remote work.,"Machine Learning Engineer. Mid-level role. Requires 3 years experience. Required technical skills: Python, Machine Learning, REST API. Required tools: PyTorch, Docker, Git. Required soft skills: Problem Solving. Minimum Bachelor degree. This is a remote position.",e00bb69cc21fab26a206d9594a3b4dba51a4054cce7f9583648249675485965b,1f051fd6fe8b566bc8e42360fb6cb9ec02b1788a4a01707d41663951f658471a,,,needs_review,,
pair_020,job_04,"Junior candidate with 1 years experience. Technical skills: Data Analysis, Statistics. Tools: Excel. Soft skills: Communication. Education: Bachelor. Prefers onsite work.","Machine Learning Engineer. Mid-level role. Requires 3 years experience. Required technical skills: Python, Machine Learning, REST API. Required tools: PyTorch, Docker, Git. Required soft skills: Problem Solving. Minimum Bachelor degree. This is a remote position.",c32907572a8b5a76f183f610e819295f3a6ccb74cc48dcaad880480864f3a9d8,1f051fd6fe8b566bc8e42360fb6cb9ec02b1788a4a01707d41663951f658471a,,,needs_review,,
pair_021,job_05,"Mid-level candidate with 3 years experience. Technical skills: Python, NLP, Machine Learning. Tools: PyTorch, Docker. Soft skills: Communication. Education: Master. Prefers remote work.","NLP Engineer. Mid-level role. Requires 3 years experience. Required technical skills: Python, NLP, Machine Learning. Required tools: PyTorch, Docker. Required soft skills: Communication. Minimum Master degree. This is a remote position.",398e6ed027e4b461b473c740574b86ca2ab2547611ad6c5d74163f8490d44642,b36096de13b664f6e035f4fe53cfac1704e7c07c1a333abc27bd4a8667c41cd3,,,needs_review,,
pair_022,job_05,"Mid-level candidate with 2 years experience. Technical skills: Python, NLP. Tools: PyTorch. Soft skills: Communication. Education: Master. Prefers remote work.","NLP Engineer. Mid-level role. Requires 3 years experience. Required technical skills: Python, NLP, Machine Learning. Required tools: PyTorch, Docker. Required soft skills: Communication. Minimum Master degree. This is a remote position.",b22c002c4ba61bbcdc1a517950deb450b28efeadc5008397f73870f099483149,b36096de13b664f6e035f4fe53cfac1704e7c07c1a333abc27bd4a8667c41cd3,,,needs_review,,
pair_023,job_05,Junior candidate with 1 years experience. Technical skills: Python. Tools: PyTorch. Soft skills: none stated. Education: Diploma. Prefers remote work.,"NLP Engineer. Mid-level role. Requires 3 years experience. Required technical skills: Python, NLP, Machine Learning. Required tools: PyTorch, Docker. Required soft skills: Communication. Minimum Master degree. This is a remote position.",e00bb69cc21fab26a206d9594a3b4dba51a4054cce7f9583648249675485965b,b36096de13b664f6e035f4fe53cfac1704e7c07c1a333abc27bd4a8667c41cd3,,,needs_review,,
pair_024,job_05,"Junior candidate with 1 years experience. Technical skills: Data Analysis, Statistics. Tools: Excel. Soft skills: Communication. Education: Bachelor. Prefers onsite work.","NLP Engineer. Mid-level role. Requires 3 years experience. Required technical skills: Python, NLP, Machine Learning. Required tools: PyTorch, Docker. Required soft skills: Communication. Minimum Master degree. This is a remote position.",c32907572a8b5a76f183f610e819295f3a6ccb74cc48dcaad880480864f3a9d8,b36096de13b664f6e035f4fe53cfac1704e7c07c1a333abc27bd4a8667c41cd3,,,needs_review,,
pair_025,job_05,"Junior candidate with 1 years experience. Technical skills: JavaScript, Go. Tools: Git. Soft skills: Teamwork. Education: High School. Prefers onsite work.","NLP Engineer. Mid-level role. Requires 3 years experience. Required technical skills: Python, NLP, Machine Learning. Required tools: PyTorch, Docker. Required soft skills: Communication. Minimum Master degree. This is a remote position.",f85a7a8b5229e047dff1448248aac43a3ae0b292e6f72fd26600cd47083e14d3,b36096de13b664f6e035f4fe53cfac1704e7c07c1a333abc27bd4a8667c41cd3,,,needs_review,,
pair_026,job_06,"Mid-level candidate with 1 years experience. Technical skills: SQL, Statistics. Tools: Google Analytics. Soft skills: Communication. Education: Bachelor. Prefers hybrid work.","Product Analyst. Mid-level role. Requires 2 years experience. Required technical skills: SQL, Statistics, Data Analysis. Required tools: Google Analytics, Tableau. Required soft skills: Communication, Presentation. Minimum Bachelor degree. This is a hybrid position.",7a37911eba04678e605d51780a69d93577dd7ec2a96339a586a1b0f1fddf3ece,d40ff16fa13a1f4ff8c08eb33e2c258d05ffb8047884e3610de6cfdf3003afda,,,needs_review,,
pair_027,job_06,Junior candidate with 1 years experience. Technical skills: SQL. Tools: Google Analytics. Soft skills: none stated. Education: Diploma. Prefers hybrid work.,"Product Analyst. Mid-level role. Requires 2 years experience. Required technical skills: SQL, Statistics, Data Analysis. Required tools: Google Analytics, Tableau. Required soft skills: Communication, Presentation. Minimum Bachelor degree. This is a hybrid position.",dfb4318156d6035acae1de804fbdd64228b2850dd9a55db99918df8f3370e151,d40ff16fa13a1f4ff8c08eb33e2c258d05ffb8047884e3610de6cfdf3003afda,,,needs_review,,
pair_028,job_06,"Junior candidate with 1 years experience. Technical skills: Data Analysis, Statistics. Tools: Excel. Soft skills: Communication. Education: Bachelor. Prefers onsite work.","Product Analyst. Mid-level role. Requires 2 years experience. Required technical skills: SQL, Statistics, Data Analysis. Required tools: Google Analytics, Tableau. Required soft skills: Communication, Presentation. Minimum Bachelor degree. This is a hybrid position.",c32907572a8b5a76f183f610e819295f3a6ccb74cc48dcaad880480864f3a9d8,d40ff16fa13a1f4ff8c08eb33e2c258d05ffb8047884e3610de6cfdf3003afda,,,needs_review,,
pair_029,job_06,"Junior candidate with 1 years experience. Technical skills: JavaScript, Go. Tools: Git. Soft skills: Teamwork. Education: High School. Prefers onsite work.","Product Analyst. Mid-level role. Requires 2 years experience. Required technical skills: SQL, Statistics, Data Analysis. Required tools: Google Analytics, Tableau. Required soft skills: Communication, Presentation. Minimum Bachelor degree. This is a hybrid position.",f85a7a8b5229e047dff1448248aac43a3ae0b292e6f72fd26600cd47083e14d3,d40ff16fa13a1f4ff8c08eb33e2c258d05ffb8047884e3610de6cfdf3003afda,,,needs_review,,
pair_030,job_06,"Mid-level candidate with 2 years experience. Technical skills: SQL, Statistics, Data Analysis. Tools: Google Analytics, Tableau. Soft skills: Communication, Presentation. Education: Bachelor. Prefers hybrid work.","Product Analyst. Mid-level role. Requires 2 years experience. Required technical skills: SQL, Statistics, Data Analysis. Required tools: Google Analytics, Tableau. Required soft skills: Communication, Presentation. Minimum Bachelor degree. This is a hybrid position.",5fc309ea408bbffd9faa0b1e4c8e76f1629d7b7351a625e234e3bede686fe0a6,d40ff16fa13a1f4ff8c08eb33e2c258d05ffb8047884e3610de6cfdf3003afda,,,needs_review,,
pair_031,job_07,Junior candidate with 1 years experience. Technical skills: SQL. Tools: Excel. Soft skills: none stated. Education: Diploma. Prefers onsite work.,"Marketing Analyst. Mid-level role. Requires 2 years experience. Required technical skills: SQL, Data Analysis. Required tools: Excel, Google Analytics, Looker Studio. Required soft skills: Presentation. Minimum Bachelor degree. This is a onsite position.",c6b3c87a6eefc6664088dac0edbaa4cbd35c60b1b9cbf2c28c2a2153fac80ecb,66a4b1dde6bb20d544a74e27dec02a01b68cb69eaec7b1811c0eed9d6e3aa935,,,needs_review,,
pair_032,job_07,"Junior candidate with 1 years experience. Technical skills: Data Analysis, Statistics. Tools: Excel. Soft skills: Communication. Education: Bachelor. Prefers onsite work.","Marketing Analyst. Mid-level role. Requires 2 years experience. Required technical skills: SQL, Data Analysis. Required tools: Excel, Google Analytics, Looker Studio. Required soft skills: Presentation. Minimum Bachelor degree. This is a onsite position.",c32907572a8b5a76f183f610e819295f3a6ccb74cc48dcaad880480864f3a9d8,66a4b1dde6bb20d544a74e27dec02a01b68cb69eaec7b1811c0eed9d6e3aa935,,,needs_review,,
pair_033,job_07,"Junior candidate with 1 years experience. Technical skills: JavaScript, Go. Tools: Git. Soft skills: Teamwork. Education: High School. Prefers onsite work.","Marketing Analyst. Mid-level role. Requires 2 years experience. Required technical skills: SQL, Data Analysis. Required tools: Excel, Google Analytics, Looker Studio. Required soft skills: Presentation. Minimum Bachelor degree. This is a onsite position.",f85a7a8b5229e047dff1448248aac43a3ae0b292e6f72fd26600cd47083e14d3,66a4b1dde6bb20d544a74e27dec02a01b68cb69eaec7b1811c0eed9d6e3aa935,,,needs_review,,
pair_034,job_07,"Mid-level candidate with 2 years experience. Technical skills: SQL, Data Analysis. Tools: Excel, Google Analytics, Looker Studio. Soft skills: Presentation. Education: Bachelor. Prefers onsite work.","Marketing Analyst. Mid-level role. Requires 2 years experience. Required technical skills: SQL, Data Analysis. Required tools: Excel, Google Analytics, Looker Studio. Required soft skills: Presentation. Minimum Bachelor degree. This is a onsite position.",f1dadb481e550db56a36557bda1a1bc5bab960f9bf1cc8137f86f39c651503c8,66a4b1dde6bb20d544a74e27dec02a01b68cb69eaec7b1811c0eed9d6e3aa935,,,needs_review,,
pair_035,job_07,"Mid-level candidate with 1 years experience. Technical skills: SQL. Tools: Excel, Google Analytics. Soft skills: Presentation. Education: Bachelor. Prefers onsite work.","Marketing Analyst. Mid-level role. Requires 2 years experience. Required technical skills: SQL, Data Analysis. Required tools: Excel, Google Analytics, Looker Studio. Required soft skills: Presentation. Minimum Bachelor degree. This is a onsite position.",0853d989c2ddeadabb2a38fa99c8c271f971fa49322a7d440c68222a03508c9a,66a4b1dde6bb20d544a74e27dec02a01b68cb69eaec7b1811c0eed9d6e3aa935,,,needs_review,,
pair_036,job_08,"Junior candidate with 1 years experience. Technical skills: Data Analysis, Statistics. Tools: Excel. Soft skills: Communication. Education: Bachelor. Prefers onsite work.","Data Scientist. Mid-level role. Requires 3 years experience. Required technical skills: Python, R, Machine Learning, Statistics. Required tools: Scikit-learn, Pandas. Required soft skills: Critical Thinking. Minimum Bachelor degree. This is a hybrid position.",c32907572a8b5a76f183f610e819295f3a6ccb74cc48dcaad880480864f3a9d8,2465d8083aa9e478227b05875635abeec433ab92743dac7a3fa87adc1c2803a8,,,needs_review,,
pair_037,job_08,"Junior candidate with 1 years experience. Technical skills: JavaScript, Go. Tools: Git. Soft skills: Teamwork. Education: High School. Prefers onsite work.","Data Scientist. Mid-level role. Requires 3 years experience. Required technical skills: Python, R, Machine Learning, Statistics. Required tools: Scikit-learn, Pandas. Required soft skills: Critical Thinking. Minimum Bachelor degree. This is a hybrid position.",f85a7a8b5229e047dff1448248aac43a3ae0b292e6f72fd26600cd47083e14d3,2465d8083aa9e478227b05875635abeec433ab92743dac7a3fa87adc1c2803a8,,,needs_review,,
pair_038,job_08,"Mid-level candidate with 3 years experience. Technical skills: Python, R, Machine Learning, Statistics. Tools: Scikit-learn, Pandas. Soft skills: Critical Thinking. Education: Bachelor. Prefers hybrid work.","Data Scientist. Mid-level role. Requires 3 years experience. Required technical skills: Python, R, Machine Learning, Statistics. Required tools: Scikit-learn, Pandas. Required soft skills: Critical Thinking. Minimum Bachelor degree. This is a hybrid position.",8c7cafec9ff245c5630baf9e5ff84c44f05d0f7eec3168f37ffb6cda287a2584,2465d8083aa9e478227b05875635abeec433ab92743dac7a3fa87adc1c2803a8,,,needs_review,,
pair_039,job_08,"Mid-level candidate with 2 years experience. Technical skills: Python, R, Machine Learning. Tools: Scikit-learn. Soft skills: Critical Thinking. Education: Bachelor. Prefers hybrid work.","Data Scientist. Mid-level role. Requires 3 years experience. Required technical skills: Python, R, Machine Learning, Statistics. Required tools: Scikit-learn, Pandas. Required soft skills: Critical Thinking. Minimum Bachelor degree. This is a hybrid position.",15051d7054dde918205694a62dcb1daa393aa77d2d2ef0ec29ce318dec812e6f,2465d8083aa9e478227b05875635abeec433ab92743dac7a3fa87adc1c2803a8,,,needs_review,,
pair_040,job_08,Junior candidate with 1 years experience. Technical skills: Python. Tools: Scikit-learn. Soft skills: none stated. Education: Diploma. Prefers hybrid work.,"Data Scientist. Mid-level role. Requires 3 years experience. Required technical skills: Python, R, Machine Learning, Statistics. Required tools: Scikit-learn, Pandas. Required soft skills: Critical Thinking. Minimum Bachelor degree. This is a hybrid position.",0be2c27745facbb0862a01bdeac9c336c472374626b8d3b0665488a377aae9b6,2465d8083aa9e478227b05875635abeec433ab92743dac7a3fa87adc1c2803a8,,,needs_review,,
pair_041,job_09,"Junior candidate with 1 years experience. Technical skills: JavaScript, Go. Tools: Git. Soft skills: Teamwork. Education: High School. Prefers onsite work.","Analytics Engineer. Mid-level role. Requires 3 years experience. Required technical skills: SQL, ETL, Data Visualization. Required tools: BigQuery, Git, Apache Airflow. Required soft skills: Problem Solving. Minimum Bachelor degree. This is a remote position.",f85a7a8b5229e047dff1448248aac43a3ae0b292e6f72fd26600cd47083e14d3,0b711854c6d8cdd58f2c995717e6ba07d25bbd5fe64c4ad9459d69dde139823a,,,needs_review,,
pair_042,job_09,"Mid-level candidate with 3 years experience. Technical skills: SQL, ETL, Data Visualization. Tools: BigQuery, Git, Apache Airflow. Soft skills: Problem Solving. Education: Bachelor. Prefers remote work.","Analytics Engineer. Mid-level role. Requires 3 years experience. Required technical skills: SQL, ETL, Data Visualization. Required tools: BigQuery, Git, Apache Airflow. Required soft skills: Problem Solving. Minimum Bachelor degree. This is a remote position.",cb69de314a1f4fc54676bc13f6cfa0c927d28a9e5be35fea5d5236afa9fab6ed,0b711854c6d8cdd58f2c995717e6ba07d25bbd5fe64c4ad9459d69dde139823a,,,needs_review,,
pair_043,job_09,"Mid-level candidate with 2 years experience. Technical skills: SQL, ETL. Tools: BigQuery, Git. Soft skills: Problem Solving. Education: Bachelor. Prefers remote work.","Analytics Engineer. Mid-level role. Requires 3 years experience. Required technical skills: SQL, ETL, Data Visualization. Required tools: BigQuery, Git, Apache Airflow. Required soft skills: Problem Solving. Minimum Bachelor degree. This is a remote position.",5c93ec405c27499b28b35bbd83894c7c6e6585d34ebd4ff145ccf25498b1e7fd,0b711854c6d8cdd58f2c995717e6ba07d25bbd5fe64c4ad9459d69dde139823a,,,needs_review,,
pair_044,job_09,Junior candidate with 1 years experience. Technical skills: SQL. Tools: BigQuery. Soft skills: none stated. Education: Diploma. Prefers remote work.,"Analytics Engineer. Mid-level role. Requires 3 years experience. Required technical skills: SQL, ETL, Data Visualization. Required tools: BigQuery, Git, Apache Airflow. Required soft skills: Problem Solving. Minimum Bachelor degree. This is a remote position.",62400945ca88a26c451512a611a7e7623eb9eff7267d830a626f2cfa71d53e43,0b711854c6d8cdd58f2c995717e6ba07d25bbd5fe64c4ad9459d69dde139823a,,,needs_review,,
pair_045,job_09,"Junior candidate with 1 years experience. Technical skills: Data Analysis, Statistics. Tools: Excel. Soft skills: Communication. Education: Bachelor. Prefers onsite work.","Analytics Engineer. Mid-level role. Requires 3 years experience. Required technical skills: SQL, ETL, Data Visualization. Required tools: BigQuery, Git, Apache Airflow. Required soft skills: Problem Solving. Minimum Bachelor degree. This is a remote position.",c32907572a8b5a76f183f610e819295f3a6ccb74cc48dcaad880480864f3a9d8,0b711854c6d8cdd58f2c995717e6ba07d25bbd5fe64c4ad9459d69dde139823a,,,needs_review,,
pair_046,job_10,"Junior candidate with Fresh graduate. Technical skills: SQL, Data Visualization. Tools: Excel, Power BI. Soft skills: Communication. Education: Bachelor. Prefers onsite work.","Junior Reporting Analyst. Junior role. Fresh graduates are eligible. Required technical skills: SQL, Data Visualization. Required tools: Excel, Power BI. Required soft skills: Communication. Minimum Bachelor degree. This is a onsite position.",c14638fc630631263995111479b80d6596d50bdef0bb9a5c64c5a5d3548756a0,db4befa5691a80a6851e6f0fa7deba6cde9164c750cd58596caeae8f70efc6ff,,,needs_review,,
pair_047,job_10,Junior candidate with Fresh graduate. Technical skills: SQL. Tools: Excel. Soft skills: Communication. Education: Bachelor. Prefers onsite work.,"Junior Reporting Analyst. Junior role. Fresh graduates are eligible. Required technical skills: SQL, Data Visualization. Required tools: Excel, Power BI. Required soft skills: Communication. Minimum Bachelor degree. This is a onsite position.",210bc92698fb952fee03e39782792e212cc6fdc376c040de436f649798caf458,db4befa5691a80a6851e6f0fa7deba6cde9164c750cd58596caeae8f70efc6ff,,,needs_review,,
pair_048,job_10,Junior candidate with Fresh graduate. Technical skills: SQL. Tools: Excel. Soft skills: none stated. Education: Diploma. Prefers onsite work.,"Junior Reporting Analyst. Junior role. Fresh graduates are eligible. Required technical skills: SQL, Data Visualization. Required tools: Excel, Power BI. Required soft skills: Communication. Minimum Bachelor degree. This is a onsite position.",d5dd61e5d7ca9d7811e3e34279a27d6a9980759e7944472e3fa43c18751274bf,db4befa5691a80a6851e6f0fa7deba6cde9164c750cd58596caeae8f70efc6ff,,,needs_review,,
pair_049,job_10,"Junior candidate with 1 years experience. Technical skills: Data Analysis, Statistics. Tools: Excel. Soft skills: Communication. Education: Bachelor. Prefers onsite work.","Junior Reporting Analyst. Junior role. Fresh graduates are eligible. Required technical skills: SQL, Data Visualization. Required tools: Excel, Power BI. Required soft skills: Communication. Minimum Bachelor degree. This is a onsite position.",c32907572a8b5a76f183f610e819295f3a6ccb74cc48dcaad880480864f3a9d8,db4befa5691a80a6851e6f0fa7deba6cde9164c750cd58596caeae8f70efc6ff,,,needs_review,,
pair_050,job_10,"Junior candidate with 1 years experience. Technical skills: JavaScript, Go. Tools: Git. Soft skills: Teamwork. Education: High School. Prefers onsite work.","Junior Reporting Analyst. Junior role. Fresh graduates are eligible. Required technical skills: SQL, Data Visualization. Required tools: Excel, Power BI. Required soft skills: Communication. Minimum Bachelor degree. This is a onsite position.",f85a7a8b5229e047dff1448248aac43a3ae0b292e6f72fd26600cd47083e14d3,db4befa5691a80a6851e6f0fa7deba6cde9164c750cd58596caeae8f70efc6ff,,,needs_review,,
